certificado,producto,fec_nac,fec_ini,fec_fin,t_poliza,vigencia,moneda,beneficio,monto_prima,monto_gasto,dotal,sexo
A247,producto001,6/21/1985,4/29/2022,6/4/2025,1,3,PEN,71396.41784,1455.4067,145.54067,50,F
A248,producto001,12/31/1988,4/29/2022,6/4/2025,1,3,PEN,59397.9749,1211.18624,121.118624,50,F
A249,producto001,12/24/1983,4/4/2022,5/5/2025,1,3,PEN,41371.8393,845.30534,84.530534,50,F
A250,producto001,1/1/1990,4/18/2022,5/18/2024,1,2,PEN,77276.82754,1032.6558,103.26558,50,F
A251,producto001,9/15/1968,4/29/2022,6/4/2025,1,3,PEN,130509.5154,2661.21614,266.121614,50,F
A252,producto001,2/14/1980,4/1/2022,5/5/2025,1,3,PEN,44114.10036,900.08666,90.008666,50,F
A253,producto001,7/23/1958,4/26/2022,6/4/2025,1,3,PEN,162289.1538,3306.87676,330.687676,50,F
A254,producto001,12/8/1993,1/5/2022,3/4/2027,1,5,PEN,45260.51684,1437.59088,143.759088,50,F
A255,producto001,7/12/1988,1/6/2022,1/11/2023,1,1,PEN,101591.2445,617.7116,61.77116,50,F
A256,producto001,11/18/1991,1/14/2022,2/18/2025,1,3,PEN,41029.52326,836.65076,83.665076,50,F
A257,producto001,4/21/1995,1/14/2022,2/18/2025,1,3,PEN,39732.75284,810.36648,81.036648,50,F
A258,producto001,2/14/1963,1/11/2022,2/11/2025,1,3,PEN,33228.56196,680.7339,68.07339,50,F
A259,producto001,9/26/1971,1/25/2022,1/25/2027,1,4,PEN,76027.2282,2113.91994,211.391994,50,F
A260,producto001,7/18/1981,1/25/2022,2/25/2025,1,3,PEN,102458.1501,2099.00966,209.900966,50,F
A261,producto001,12/17/1997,1/6/2022,3/4/2026,1,4,PEN,145484.8754,3346.50998,334.650998,50,F
A262,producto001,2/24/1966,1/10/2022,2/11/2025,1,3,PEN,28870.70692,589.61782,58.961782,50,F
A263,producto001,10/17/1990,1/13/2022,2/18/2025,1,3,PEN,64381.82388,1312.18736,131.218736,50,F
A264,producto001,3/26/1993,1/7/2022,2/11/2025,1,3,PEN,39763.12142,810.31478,81.031478,50,F
A265,producto001,7/12/1996,1/10/2022,2/11/2025,1,3,PEN,61968.63332,1265.50226,126.550226,50,F
A266,producto001,2/20/1974,1/6/2022,2/11/2025,1,3,PEN,31583.20946,644.16132,64.416132,50,F
A267,producto001,11/12/1988,1/4/2022,2/4/2026,1,4,PEN,120313.6757,2813.55536,281.355536,50,F
A268,producto001,1/28/1975,1/20/2022,1/25/2025,1,3,PEN,89564.62504,1781.7371,178.17371,50,F
A269,producto001,8/25/1952,1/17/2022,2/18/2025,1,3,PEN,34129.9618,697.06076,69.706076,50,F
A270,producto001,4/20/1986,1/11/2022,1/11/2023,1,0,PEN,97061.46626,594.2398,59.42398,50,F
A271,producto001,1/1/1993,1/26/2022,3/4/2025,1,3,PEN,36918.7115,750.96318,75.096318,50,F
A272,producto001,10/14/1978,1/13/2022,2/18/2025,1,3,PEN,66127.72254,1348.82198,134.882198,50,F
A273,producto001,8/2/1957,1/7/2022,1/11/2027,1,5,PEN,43201.16108,1191.80908,119.180908,50,F
A274,producto001,6/23/1974,1/11/2022,2/11/2025,1,3,PEN,34168.38524,699.98698,69.998698,50,F
A275,producto001,6/19/1966,1/20/2022,1/25/2024,1,2,PEN,38306.31882,493.66262,49.366262,50,F
A276,producto001,7/10/1977,1/5/2022,1/11/2027,1,5,PEN,45179.36852,1245.8149,124.58149,50,F
A277,producto001,3/9/1999,1/6/2022,1/11/2025,1,3,PEN,37130.27824,738.29668,73.829668,50,F
A278,producto001,9/7/1976,1/5/2022,3/4/2028,1,6,PEN,46276.54592,1961.99432,196.199432,50,F
A279,producto001,11/10/1987,1/5/2022,2/11/2025,1,3,PEN,49793.85202,1014.36434,101.436434,50,F
A280,producto001,8/1/1974,1/24/2022,2/25/2025,1,3,PEN,52485.36436,1071.8444,107.18444,50,F
A281,producto001,3/5/1989,1/10/2022,2/11/2025,1,3,PEN,38081.79606,1374.43416,137.443416,50,F
A282,producto001,5/6/1992,1/4/2022,2/4/2025,1,3,PEN,37634.15678,766.26638,76.626638,50,F
A283,producto001,4/5/1962,1/6/2022,2/4/2026,1,4,PEN,38861.58716,876.76996,87.676996,50,F
A284,producto001,9/25/1994,1/20/2022,2/25/2025,1,3,PEN,51317.84394,1045.92202,104.592202,50,F
A285,producto001,10/4/1979,1/6/2022,1/11/2023,1,1,PEN,93003.56428,565.4946,56.54946,50,F
A286,producto001,6/3/1983,1/12/2022,2/18/2025,1,3,PEN,42430.707,864.3723,86.43723,50,F
A287,producto001,2/16/1990,1/4/2022,2/5/2024,1,2,PEN,60329.85706,804.82424,80.482424,50,F
A288,producto001,12/26/1994,1/24/2022,2/25/2025,1,3,PEN,51033.09068,1042.17894,104.217894,50,F
A289,producto001,12/5/1987,1/24/2022,2/25/2026,1,4,PEN,115983.1803,2721.80854,272.180854,50,F
A290,producto001,5/18/1992,1/18/2022,2/18/2025,1,3,PEN,50697.70244,1038.62198,103.862198,50,F
A291,producto001,3/21/1981,1/25/2022,3/4/2027,1,5,PEN,43090.44036,1387.95888,138.795888,50,F
A292,producto001,12/14/1993,1/10/2022,2/11/2025,1,3,PEN,40281.26916,822.61938,82.261938,50,F
A293,producto001,1/18/1994,1/20/2022,2/25/2025,1,3,PEN,37635.3769,767.99316,76.799316,50,F
A294,producto001,9/2/1987,1/21/2022,2/25/2025,1,3,PEN,79176.59574,1615.13902,161.513902,50,F
A295,producto001,3/20/1979,1/14/2022,2/18/2025,1,3,PEN,34060.07374,694.66188,69.466188,50,F
A296,producto001,6/29/1968,1/21/2022,2/25/2025,1,3,PEN,48524.61702,989.67242,98.967242,50,F
A297,producto001,4/26/1989,1/24/2022,1/25/2027,1,5,PEN,46842.49548,1294.55766,129.455766,50,F
A298,producto001,7/1/1979,1/24/2022,3/4/2026,1,4,PEN,137413.3163,3209.8979,320.98979,50,F
A299,producto001,8/13/1982,1/6/2022,2/11/2025,1,3,PEN,73145.01524,1491.9586,149.19586,50,F
A300,producto001,5/14/1976,1/13/2022,2/4/2023,1,1,PEN,92422.99396,561.96866,56.196866,50,F
A301,producto001,7/26/1993,1/17/2022,1/18/2023,1,1,PEN,99312.03964,603.856,60.3856,50,F
A302,producto001,8/18/1970,1/21/2022,1/25/2025,1,3,PEN,36024.33252,716.72744,71.672744,50,F
A303,producto001,11/1/1960,1/17/2022,1/18/2027,1,5,PEN,51478.13462,1422.8874,142.28874,50,F
A304,producto001,5/16/1979,1/25/2022,1/25/2027,1,4,PEN,84352.70668,2345.41186,234.541186,50,F
A305,producto001,8/15/1965,1/26/2022,3/4/2026,1,4,PEN,28929.0452,675.9258,67.59258,50,F
A306,producto001,5/6/1956,1/26/2022,5/4/2026,1,4,PEN,38250.10024,1016.59778,101.659778,50,F
A307,producto001,6/5/1978,1/20/2022,2/26/2024,1,2,PEN,59639.40356,795.62164,79.562164,50,F
A308,producto001,9/20/1965,1/18/2022,1/18/2027,1,4,PEN,207356.5815,5765.50128,576.550128,50,F
A309,producto001,11/12/1994,1/25/2022,2/26/2024,1,2,PEN,48694.77206,650.70654,65.070654,50,F
A310,producto001,7/29/1987,1/18/2022,2/18/2027,1,5,PEN,38344.31832,1274.6118,127.46118,50,F
A311,producto001,12/20/1978,1/21/2022,2/25/2025,1,3,PEN,45009.18246,917.97486,91.797486,50,F
A312,producto001,9/20/1973,1/24/2022,2/25/2025,1,3,PEN,148507.1126,3032.45316,303.245316,50,F
A313,producto001,9/2/1996,1/17/2022,2/18/2025,1,3,PEN,40369.0661,824.4082,82.44082,50,F
A314,producto001,5/8/1995,1/14/2022,1/18/2028,1,6,PEN,69900.45766,2288.0869,228.80869,50,F
A315,producto001,5/10/1991,1/17/2022,1/18/2028,1,6,PEN,42228.94258,1384.0607,138.40607,50,F
A316,producto001,10/22/1977,1/21/2022,1/25/2027,1,5,PEN,89042.63082,2457.47678,245.747678,50,F
A317,producto001,6/5/1994,1/24/2022,2/25/2025,1,3,PEN,40234.29454,821.65776,82.165776,50,F
A318,producto001,4/22/1985,1/24/2022,2/25/2025,1,3,PEN,73678.5489,1505.0387,150.50387,50,F
A319,producto001,3/20/1978,1/19/2022,1/25/2027,1,5,PEN,15659.53708,431.93282,43.193282,50,F
A320,producto001,4/4/1991,1/13/2022,4/19/2025,1,3,PEN,40922.54562,915.99992,91.599992,50,F
A321,producto001,3/27/1987,1/24/2022,1/25/2027,1,5,PEN,112661.2588,3113.62216,311.362216,50,F
A322,producto001,1/3/1986,1/19/2022,1/25/2028,1,6,PEN,48529.99382,1586.0009,158.60009,50,F
A323,producto001,11/19/1980,1/18/2022,1/18/2025,1,3,PEN,29472.6707,587.80832,58.780832,50,F
A324,producto001,5/17/1956,1/20/2022,2/25/2025,1,3,PEN,59417.54852,2141.80692,214.180692,50,F
A325,producto001,9/11/1995,1/15/2022,2/18/2025,1,3,PEN,55197.88758,1126.11906,112.611906,50,F
A326,producto001,3/26/1982,1/21/2022,2/25/2025,1,3,PEN,38130.56984,777.53698,77.753698,50,F
A327,producto001,8/18/1977,1/17/2022,3/4/2027,1,5,PEN,43359.756,1387.92786,138.792786,50,F
A328,producto001,12/9/1994,1/17/2022,4/19/2025,1,3,PEN,65357.26846,1465.82942,146.582942,50,F
A329,producto001,7/26/1975,1/26/2022,2/4/2023,1,1,PEN,86743.43876,526.306,52.6306,50,F
A330,producto001,2/25/1993,1/20/2022,1/25/2028,1,6,PEN,44072.73002,1441.57178,144.157178,50,F
A331,producto001,10/7/1993,1/25/2022,1/25/2027,1,4,PEN,39117.21264,1087.64392,108.764392,50,F
A332,producto001,2/26/1981,1/24/2022,1/25/2025,1,3,PEN,27915.68384,556.25064,55.625064,50,F
A333,producto001,12/2/1993,1/24/2022,1/25/2027,1,5,PEN,41392.95358,1144.03828,114.403828,50,F
A334,producto001,10/28/1975,1/26/2022,3/4/2027,1,5,PEN,43155.87188,1387.8348,138.78348,50,F
A335,producto001,10/20/1972,1/26/2022,3/4/2025,1,3,PEN,51273.84724,1042.96478,104.296478,50,F
A336,producto001,1/27/1960,1/22/2022,3/4/2027,1,5,PEN,39263.91656,1259.49472,125.949472,50,F
A337,producto001,6/6/1988,1/26/2022,3/4/2025,1,3,PEN,87710.9112,1787.80668,178.780668,50,F
A338,producto001,9/21/1998,1/21/2022,2/25/2025,1,3,PEN,39418.79942,803.80058,80.380058,50,F
A339,producto001,9/16/1964,1/24/2022,1/25/2028,1,6,PEN,61871.08576,2027.81876,202.781876,50,F
A340,producto001,4/19/1979,1/26/2022,2/4/2027,1,5,PEN,37225.36488,1025.07658,102.507658,50,F
A341,producto001,1/20/1994,1/24/2022,1/25/2027,1,5,PEN,74912.60722,2070.45058,207.045058,50,F
A342,producto001,6/2/1963,1/25/2022,2/25/2025,1,3,PEN,35832.56688,734.0883,73.40883,50,F
A343,producto001,5/29/1977,1/26/2022,3/4/2025,1,3,PEN,41043.63736,833.68318,83.368318,50,F
A350,producto001,6/5/1983,10/20/2016,11/25/2022,7,6,PEN,47122.482,6.113650485,0.611365049,50,F
A351,producto001,8/2/1984,10/31/2016,12/4/2022,7,6,PEN,30117.28698,6.30438835,0.630438835,50,F
A352,producto001,3/12/1967,10/11/2016,3/25/2023,7,6,PEN,54006.71958,15.62042719,1.562042719,50,F
A353,producto001,1/28/1993,10/31/2016,12/4/2022,7,6,PEN,62198.88444,15.42968932,1.542968932,50,F
A354,producto001,7/9/1979,11/29/2016,1/4/2023,7,6,PEN,73581.9216,15.05825243,1.505825243,50,F
A355,producto001,9/27/1966,11/30/2016,4/25/2023,7,6,PEN,43432.57028,14.33545631,1.433545631,50,F
A356,producto001,2/6/1977,2/14/2017,10/4/2023,6,6,PEN,57541.3762,20.48926214,2.048926214,50,F
A357,producto001,11/9/1985,2/28/2017,4/4/2023,6,6,PEN,39660.5176,11.96629126,1.196629126,50,F
A358,producto001,2/18/1988,3/30/2017,10/4/2022,6,5,PEN,14533.62482,1.947533981,0.194753399,50,F
A359,producto001,1/2/1974,6/27/2017,7/4/2023,6,6,PEN,10848.2627,2.790796116,0.279079612,50,F
A360,producto001,9/10/1985,8/10/2017,8/11/2023,6,6,PEN,54761.0019,19.72631068,1.972631068,50,F
A361,producto001,6/15/1983,7/27/2017,8/4/2023,6,6,PEN,39256.07884,12.84970874,1.284970874,50,F
A362,producto001,12/18/1991,8/3/2017,8/4/2023,6,6,PEN,32391.72508,9.426466019,0.942646601,50,F
A363,producto001,1/12/1967,7/27/2017,8/4/2023,6,6,PEN,37477.45408,10.91221359,1.091221359,50,F
A364,producto001,5/5/1984,8/26/2017,9/18/2023,6,6,PEN,91116.04898,13.80339806,1.380339806,50,F
A365,producto001,2/5/1983,11/13/2017,12/4/2022,6,5,PEN,50765.42944,8.422582524,0.842258253,50,F
A366,producto001,8/15/1966,9/20/2017,2/25/2024,6,6,PEN,42724.96272,17.62819418,1.762819418,50,F
A367,producto001,3/20/1967,10/7/2017,10/11/2022,6,5,PEN,14884.03708,4.005495146,0.400549515,50,F
A368,producto001,5/15/1971,10/30/2017,11/4/2022,6,5,PEN,17594.9576,6.18392233,0.618392233,50,F
A369,producto001,9/14/1972,9/25/2017,9/25/2023,6,5,PEN,34401.31442,10.26972816,1.026972815,50,F
A370,producto001,1/8/1964,9/20/2017,10/4/2022,6,5,PEN,34991.42856,12.42807767,1.242807767,50,F
A371,producto001,1/6/1982,9/30/2017,10/4/2022,6,5,PEN,37113.52744,10.22957282,1.022957281,50,F
A372,producto001,8/2/1970,9/26/2017,10/4/2022,6,5,PEN,38637.12644,8.663514563,0.866351457,50,F
A373,producto001,3/11/1978,10/14/2017,10/18/2022,6,5,PEN,21973.85454,6.083533981,0.608353399,50,F
A374,producto001,6/17/1983,9/29/2017,10/4/2022,6,5,PEN,49812.2779,16.05209708,1.605209708,50,F
A375,producto001,2/14/1993,9/23/2017,10/4/2022,6,5,PEN,38155.0136,12.04660194,1.204660194,50,F
A376,producto001,8/13/1983,10/5/2017,10/11/2022,6,5,PEN,38723.79632,11.10295146,1.110295146,50,F
A377,producto001,10/4/1965,9/30/2017,10/4/2022,6,5,PEN,33452.16446,5.993184466,0.599318446,50,F
A378,producto001,4/14/1986,10/21/2017,10/25/2022,6,5,PEN,48478.07668,12.12691262,1.212691262,50,F
A379,producto001,8/10/1994,9/30/2017,10/4/2022,6,5,PEN,56797.27878,13.31149515,1.331149515,50,F
A380,producto001,1/7/1989,9/29/2017,10/4/2022,6,5,PEN,60717.21414,16.12236893,1.612236893,50,F
A381,producto001,11/26/1988,9/27/2017,10/4/2022,6,5,PEN,43683.04644,9.878213592,0.987821359,50,F
A382,producto001,5/5/1961,10/3/2017,10/4/2022,6,5,PEN,60575.40104,16.79497088,1.679497088,50,F
A383,producto001,10/14/1994,10/4/2017,10/4/2022,6,4,PEN,42747.70038,10.23961165,1.023961165,50,F
A384,producto001,4/8/1990,9/30/2017,10/4/2022,6,5,PEN,37476.85436,9.607165049,0.960716505,50,F
A385,producto001,2/10/1985,10/24/2017,10/25/2022,6,5,PEN,36698.728,7.890524272,0.789052427,50,F
A386,producto001,4/18/1974,10/27/2017,11/4/2022,6,5,PEN,8012.983,1.796951457,0.179695146,50,F
A387,producto001,8/15/1981,10/26/2017,12/4/2022,6,5,PEN,30970.66786,6.806330097,0.68063301,50,F
A388,producto001,5/16/1985,9/30/2017,10/4/2022,6,5,PEN,9406.27732,2.539825243,0.253982524,50,F
A389,producto001,1/31/1958,11/10/2017,11/11/2022,6,5,PEN,52641.98434,11.86590292,1.186590292,50,F
A390,producto001,6/23/1986,10/11/2017,10/11/2022,6,4,PEN,53898.22196,17.45753399,1.745753399,50,F
A391,producto001,12/17/1973,10/14/2017,10/18/2022,6,5,PEN,54270.17244,12.27749515,1.227749515,50,F
A392,producto001,2/28/1990,10/18/2017,10/18/2022,6,4,PEN,43091.68116,9.657359223,0.965735923,50,F
A393,producto001,6/30/1990,10/18/2017,10/18/2022,6,4,PEN,51362.37832,15.84128155,1.584128155,50,F
A394,producto001,9/1/1986,10/18/2017,11/4/2022,6,5,PEN,39201.25616,12.6388932,1.26388932,50,F
A395,producto001,12/20/1983,10/30/2017,11/4/2022,6,5,PEN,37548.59328,12.53850485,1.253850485,50,F
A396,producto001,3/3/1986,10/31/2017,11/4/2022,6,5,PEN,51845.0185,15.36945631,1.536945631,50,F
A397,producto001,9/26/1981,10/30/2017,11/4/2022,6,5,PEN,38789.993,11.39407767,1.139407767,50,F
A398,producto001,5/30/1957,10/31/2017,11/4/2022,6,5,PEN,67248.83704,18.51161165,1.851161165,50,F
A399,producto001,1/17/1987,10/30/2017,11/4/2022,6,5,PEN,51706.74168,12.04660194,1.204660194,50,F
A400,producto001,10/18/1983,10/30/2017,11/4/2022,6,5,PEN,28008.19582,6.987029126,0.698702912,50,F
A401,producto001,9/24/1981,1/9/2018,1/11/2023,5,5,PEN,55734.23372,13.91764,1.391764,50,F
A402,producto001,3/15/1983,11/8/2017,11/11/2022,6,5,PEN,51483.97672,17.73862136,1.773862136,50,F
A403,producto001,3/15/1962,10/31/2017,12/4/2022,6,5,PEN,69773.35838,21.87462136,2.187462136,50,F
A404,producto001,11/1/1989,11/17/2017,11/25/2022,6,5,PEN,10282.9232,3.523631068,0.352363107,50,F
A405,producto001,5/11/1970,11/23/2017,11/25/2022,6,5,PEN,37849.3632,8.643436893,0.864343689,50,F
A406,producto001,4/5/1987,11/8/2017,11/11/2022,6,5,PEN,66724.40258,17.76873786,1.776873786,50,F
A407,producto001,5/9/1985,11/30/2017,12/4/2022,6,5,PEN,41964.23858,11.94621359,1.194621359,50,F
A408,producto001,4/9/1985,11/25/2017,12/4/2022,6,5,PEN,52074.70092,12.12691262,1.212691262,50,F
A409,producto001,1/19/1989,11/10/2017,11/11/2022,6,5,PEN,82825.0027,18.43130097,1.843130097,50,F
A410,producto001,7/11/1952,11/13/2017,11/18/2022,6,5,PEN,74101.58932,20.52941747,2.052941747,50,F
A411,producto001,5/30/1982,11/14/2017,11/18/2022,6,5,PEN,16378.6634,3.694291262,0.369429126,50,F
A412,producto001,9/24/1976,11/15/2017,11/18/2023,6,6,PEN,40430.2272,12.87982524,1.287982524,50,F
A413,producto001,4/22/1991,11/8/2017,11/11/2022,6,5,PEN,37033.0202,8.733786408,0.873378641,50,F
A414,producto001,11/27/1978,11/22/2017,11/25/2022,6,5,PEN,65762.10014,16.85520388,1.685520388,50,F
A415,producto001,4/18/1971,11/10/2017,11/11/2022,6,5,PEN,161021.201,38.43869903,3.843869903,50,F
A416,producto001,9/26/1969,11/30/2017,12/4/2022,6,5,PEN,33483.32922,12.6388932,1.26388932,50,F
A417,producto001,6/16/1955,11/16/2017,11/18/2022,6,5,PEN,37498.22714,10.34,1.034,50,F
A418,producto001,8/29/1969,12/14/2017,12/18/2022,6,5,PEN,37155.30104,10.08902913,1.008902912,50,F
A419,producto001,5/28/1987,11/23/2017,12/4/2022,6,5,PEN,41877.1034,15.96174757,1.596174757,50,F
A420,producto001,10/5/1987,11/21/2017,11/25/2022,6,5,PEN,28215.65758,6.424854369,0.642485437,50,F
A421,producto001,6/6/1970,11/13/2017,11/18/2022,6,5,PEN,36255.69002,7.729902912,0.772990292,50,F
A422,producto001,1/18/1975,11/16/2017,11/18/2022,6,5,PEN,34996.73298,9.22568932,0.922568932,50,F
A423,producto001,5/3/1962,11/16/2017,12/4/2022,6,5,PEN,37096.32168,10.45042719,1.045042719,50,F
A424,producto001,11/24/1956,11/23/2017,11/25/2022,6,5,PEN,57432.94062,19.08382524,1.908382524,50,F
A425,producto001,6/8/1976,11/22/2017,11/25/2022,6,5,PEN,34470.42698,9.607165049,0.960716505,50,F
A426,producto001,12/15/1975,11/22/2017,12/4/2022,6,5,PEN,96481.10274,33.47951457,3.347951457,50,F
A427,producto001,12/25/1980,11/27/2017,12/4/2022,6,5,PEN,35594.76756,10.56085437,1.056085437,50,F
A428,producto001,4/9/1994,11/30/2017,12/4/2022,6,5,PEN,34294.23338,9.697514563,0.969751457,50,F
A429,producto001,4/27/1974,11/21/2017,11/25/2022,6,5,PEN,41202.94574,12.04660194,1.204660194,50,F
A430,producto001,7/14/1979,11/29/2017,12/4/2022,6,5,PEN,34413.42256,8.482815534,0.848281554,50,F
A431,producto001,2/23/1984,11/29/2017,12/4/2022,6,5,PEN,22989.22186,0.351359223,0.035135923,50,F
A432,producto001,7/13/1976,11/29/2017,12/4/2022,6,5,PEN,43472.79288,10.68132039,1.068132039,50,F
A433,producto001,3/31/1995,12/11/2017,12/11/2022,6,4,PEN,37575.49796,11.84582524,1.184582524,50,F
A434,producto001,5/6/1978,11/30/2017,12/4/2022,6,5,PEN,18084.42218,6.665786408,0.666578641,50,F
A435,producto001,6/22/1963,12/29/2017,1/4/2023,6,5,PEN,44867.44174,11.5747767,1.15747767,50,F
A436,producto001,8/14/1990,12/20/2017,1/4/2023,6,5,PEN,54133.25016,17.47761165,1.747761165,50,F
A437,producto001,10/31/1990,12/18/2017,1/4/2023,6,5,PEN,35720.02632,11.36396116,1.136396116,50,F
A438,producto001,9/10/1956,12/22/2017,12/25/2022,6,5,PEN,62787.54064,17.65831068,1.765831068,50,F
A439,producto001,10/24/1984,12/28/2017,1/4/2023,6,5,PEN,42864.09776,14.45592233,1.445592233,50,F
A440,producto001,10/9/1990,12/18/2017,12/18/2022,6,4,PEN,34356.88344,10.42031068,1.042031068,50,F
A441,producto001,5/25/1970,12/20/2017,12/25/2022,6,5,PEN,15385.3513,3.734446601,0.373444661,50,F
A442,producto001,2/3/1982,12/29/2017,2/4/2023,6,5,PEN,28333.4612,9.185533981,0.918553399,50,F
A443,producto001,2/20/1988,1/11/2018,1/11/2023,5,4,PEN,46302.92326,13.5454,1.35454,50,F
A444,producto001,3/30/1988,12/28/2017,1/4/2023,6,5,PEN,44878.17466,12.31765049,1.231765049,50,F
A445,producto001,11/4/1951,12/19/2017,1/4/2023,6,5,PEN,47710.9314,17.28687378,1.728687378,50,F
A446,producto001,4/25/1991,12/21/2017,1/4/2023,6,5,PEN,41575.04098,16.79497088,1.679497088,50,F
A447,producto001,5/14/1982,1/17/2018,1/18/2023,5,5,PEN,64305.03904,16.71978,1.671978,50,F
A448,producto001,8/8/1984,12/22/2017,1/18/2023,6,5,PEN,48692.8178,19.36491262,1.936491262,50,F
A449,producto001,11/15/1958,12/20/2017,12/25/2022,6,5,PEN,57729.94678,14.18487378,1.418487378,50,F
A450,producto001,4/19/1992,1/10/2018,1/18/2023,5,5,PEN,48764.70148,13.0284,1.30284,50,F
A451,producto001,10/4/1976,12/26/2017,1/4/2023,6,5,PEN,9236.06024,3.292737864,0.329273786,50,F
A452,producto001,7/22/1976,1/24/2018,1/25/2023,5,5,PEN,36340.48836,11.9944,1.19944,50,F
A453,producto001,10/26/1991,1/10/2018,1/11/2023,5,5,PEN,36913.7483,13.15248,1.315248,50,F
A454,producto001,9/11/1987,2/8/2018,2/11/2023,5,5,PEN,49252.95628,13.84526,1.384526,50,F
A455,producto001,1/26/1985,1/15/2018,1/18/2023,5,5,PEN,37238.43464,10.19524,1.019524,50,F
A456,producto001,12/12/1987,1/30/2018,2/4/2023,5,5,PEN,42781.30538,11.57046,1.157046,50,F
A457,producto001,9/27/1987,1/27/2018,2/4/2023,5,5,PEN,46468.46666,14.79654,1.479654,50,F
A458,producto001,7/7/1970,1/30/2018,2/11/2023,5,5,PEN,64249.83378,22.2827,2.22827,50,F
A459,producto001,1/21/1992,1/31/2018,2/4/2023,5,5,PEN,47782.36012,12.91466,1.291466,50,F
A460,producto001,4/9/1984,1/18/2018,1/18/2023,5,4,PEN,22492.09534,5.61462,0.561462,50,F
A461,producto001,12/27/1961,1/31/2018,3/4/2023,5,5,PEN,25699.09804,8.3754,0.83754,50,F
A462,producto001,9/14/1996,1/19/2018,1/25/2023,5,5,PEN,45495.40028,12.3563,1.23563,50,F
A463,producto001,5/8/1965,1/25/2018,1/25/2023,5,4,PEN,16356.7943,4.00158,0.400158,50,F
A464,producto001,8/9/1995,1/26/2018,2/4/2023,5,5,PEN,27394.96144,8.3754,0.83754,50,F
A465,producto001,1/11/1986,1/17/2018,1/18/2023,5,5,PEN,35610.14314,11.4774,1.14774,50,F
A466,producto001,12/15/1980,3/8/2018,3/11/2023,5,5,PEN,53805.29638,14.75518,1.475518,50,F
A467,producto001,7/20/1986,1/31/2018,2/4/2023,5,5,PEN,38941.45332,12.21154,1.221154,50,F
A468,producto001,11/26/1955,1/31/2018,2/4/2023,5,5,PEN,31756.12528,8.95444,0.895444,50,F
A469,producto001,8/25/1986,1/31/2018,2/4/2023,5,5,PEN,53079.73858,18.73608,1.873608,50,F
A470,producto001,2/27/1971,1/30/2018,2/4/2023,5,5,PEN,30778.7161,10.01946,1.001946,50,F
A471,producto001,6/15/1985,1/31/2018,2/4/2023,5,5,PEN,47219.74004,14.80688,1.480688,50,F
A472,producto001,3/23/1980,2/12/2018,2/18/2024,5,6,PEN,49615.11478,17.29882,1.729882,50,F
A473,producto001,4/27/1972,2/20/2018,2/25/2023,5,5,PEN,43776.5097,16.05802,1.605802,50,F
A474,producto001,6/20/1964,2/15/2018,3/4/2023,5,5,PEN,41006.86832,17.69174,1.769174,50,F
A475,producto001,6/11/1970,2/26/2018,3/25/2023,5,5,PEN,28387.88062,10.43306,1.043306,50,F
A476,producto001,8/26/1988,2/22/2018,2/25/2023,5,5,PEN,42940.02438,11.70488,1.170488,50,F
A477,producto001,1/1/1970,2/26/2018,3/4/2023,5,5,PEN,54580.09326,22.9548,2.29548,50,F
A478,producto001,10/20/1986,3/15/2018,3/18/2024,5,6,PEN,38398.97556,15.8202,1.58202,50,F
A479,producto001,4/11/1983,2/28/2018,3/4/2023,5,5,PEN,36988.56854,11.92202,1.192202,50,F
A480,producto001,2/10/1965,2/28/2018,3/4/2023,5,5,PEN,31024.37382,8.85104,0.885104,50,F
A481,producto001,12/15/1981,2/28/2018,3/4/2023,5,5,PEN,46348.70878,13.09044,1.309044,50,F
A482,producto001,9/14/1991,3/9/2018,3/11/2023,5,5,PEN,36307.96906,10.56748,1.056748,50,F
A483,producto001,11/16/1993,3/20/2018,3/25/2023,5,5,PEN,33862.23852,12.70786,1.270786,50,F
A484,producto001,9/20/1977,3/20/2018,3/25/2023,5,5,PEN,33216.82606,13.09044,1.309044,50,F
A485,producto001,9/19/1987,2/28/2018,3/4/2023,5,5,PEN,46641.7237,13.17316,1.317316,50,F
A486,producto001,12/10/1963,2/28/2018,3/4/2023,5,5,PEN,33959.1967,11.61182,1.161182,50,F
